	GSM1074947_APPLY_p_Hulin_58_430A_Mouse430A_2_A01_528242.EXPRESSION	GSM1074948_APPLY_p_Hulin_58_430A_Mouse430A_2_A02_528130.EXPRESSION	GSM1074949_APPLY_p_Hulin_58_430A_Mouse430A_2_A03_528272.EXPRESSION	GSM1074950_APPLY_p_Hulin_58_430A_Mouse430A_2_A04_528190.EXPRESSION	GSM1074951_APPLY_p_Hulin_58_430A_Mouse430A_2_A05_528142.EXPRESSION	GSM1074952_APPLY_p_Hulin_58_430A_Mouse430A_2_A06_528174.EXPRESSION	GSM1074953_APPLY_p_Hulin_58_430A_Mouse430A_2_A07_528222.EXPRESSION	GSM1074954_APPLY_p_Hulin_58_430A_Mouse430A_2_A08_528264.EXPRESSION	GSM1074955_APPLY_p_Hulin_58_430A_Mouse430A_2_A09_528228.EXPRESSION	GSM1074956_APPLY_p_Hulin_58_430A_Mouse430A_2_A10_528122.EXPRESSION	GSM1074957_APPLY_p_Hulin_58_430A_Mouse430A_2_A11_528118.EXPRESSION	GSM1074958_APPLY_p_Hulin_58_430A_Mouse430A_2_A12_528294.EXPRESSION	GSM1074959_APPLY_p_Hulin_58_430A_Mouse430A_2_B01_528198.EXPRESSION	GSM1074960_APPLY_p_Hulin_58_430A_Mouse430A_2_B02_528162.EXPRESSION	GSM1074961_APPLY_p_Hulin_58_430A_Mouse430A_2_B03_528172.EXPRESSION	GSM1074962_APPLY_p_Hulin_58_430A_Mouse430A_2_B04_528232.EXPRESSION	GSM1074963_APPLY_p_Hulin_58_430A_Mouse430A_2_B05_528290.EXPRESSION	GSM1074964_APPLY_p_Hulin_58_430A_Mouse430A_2_B06_528150.EXPRESSION	GSM1074965_APPLY_p_Hulin_58_430A_Mouse430A_2_B07_528284.EXPRESSION	GSM1074966_APPLY_p_Hulin_58_430A_Mouse430A_2_B08_528244.EXPRESSION	GSM1074967_APPLY_p_Hulin_58_430A_Mouse430A_2_B09_528186.EXPRESSION	GSM1074968_APPLY_p_Hulin_58_430A_Mouse430A_2_B10_528194.EXPRESSION	GSM1074969_APPLY_p_Hulin_58_430A_Mouse430A_2_B11_528262.EXPRESSION	GSM1074970_APPLY_p_Hulin_58_430A_Mouse430A_2_B12_528132.EXPRESSION	GSM1074971_APPLY_p_Hulin_58_430A_Mouse430A_2_C01_528304.EXPRESSION	GSM1074972_APPLY_p_Hulin_58_430A_Mouse430A_2_C02_528216.EXPRESSION	GSM1074973_APPLY_p_Hulin_58_430A_Mouse430A_2_C03_528184.EXPRESSION	GSM1074974_APPLY_p_Hulin_58_430A_Mouse430A_2_C04_528282.EXPRESSION	GSM1074975_APPLY_p_Hulin_58_430A_Mouse430A_2_C05_528136.EXPRESSION	GSM1074976_APPLY_p_Hulin_58_430A_Mouse430A_2_C06_528296.EXPRESSION	GSM1074977_APPLY_p_Hulin_58_430A_Mouse430A_2_C07_528298.EXPRESSION	GSM1074978_APPLY_p_Hulin_58_430A_Mouse430A_2_C08_528280.EXPRESSION	GSM1074979_APPLY_p_Hulin_58_430A_Mouse430A_2_C09_528286.EXPRESSION	GSM1074980_APPLY_p_Hulin_58_430A_Mouse430A_2_C10_528210.EXPRESSION	GSM1074981_APPLY_p_Hulin_58_430A_Mouse430A_2_C11_528134.EXPRESSION	GSM1074982_APPLY_p_Hulin_58_430A_Mouse430A_2_C12_528212.EXPRESSION	GSM1074983_APPLY_p_Hulin_58_430A_Mouse430A_2_D01_528268.EXPRESSION	GSM1074984_APPLY_p_Hulin_58_430A_Mouse430A_2_D02_528182.EXPRESSION	GSM1074985_APPLY_p_Hulin_58_430A_Mouse430A_2_D03_528274.EXPRESSION	GSM1074986_APPLY_p_Hulin_58_430A_Mouse430A_2_D04_528204.EXPRESSION	GSM1074987_APPLY_p_Hulin_58_430A_Mouse430A_2_D05_528252.EXPRESSION	GSM1074988_APPLY_p_Hulin_58_430A_Mouse430A_2_D06_528278.EXPRESSION	GSM1074989_APPLY_p_Hulin_58_430A_Mouse430A_2_D07_528152.EXPRESSION	GSM1074990_APPLY_p_Hulin_58_430A_Mouse430A_2_D08_528188.EXPRESSION	GSM1074991_APPLY_p_Hulin_58_430A_Mouse430A_2_D09_528292.EXPRESSION	GSM1074992_APPLY_p_Hulin_58_430A_Mouse430A_2_D10_528250.EXPRESSION	GSM1074993_APPLY_p_Hulin_58_430A_Mouse430A_2_D11_528164.EXPRESSION	GSM1074994_APPLY_p_Hulin_58_430A_Mouse430A_2_D12_528160.EXPRESSION	GSM1074995_APPLY_p_Hulin_58_430A_Mouse430A_2_E01_528176.EXPRESSION	GSM1074996_APPLY_p_Hulin_58_430A_Mouse430A_2_E02_528206.EXPRESSION	GSM1074997_APPLY_p_Hulin_58_430A_Mouse430A_2_E03_528124.EXPRESSION	GSM1074998_APPLY_p_Hulin_58_430A_Mouse430A_2_E04_528254.EXPRESSION	GSM1074999_APPLY_p_Hulin_58_430A_Mouse430A_2_E05_528128.EXPRESSION	GSM1075000_APPLY_p_Hulin_58_430A_Mouse430A_2_E06_528276.EXPRESSION	GSM1075001_APPLY_p_Hulin_58_430A_Mouse430A_2_E07_528166.EXPRESSION	GSM1075002_APPLY_p_Hulin_58_430A_Mouse430A_2_E08_528126.EXPRESSION	GSM1075003_APPLY_p_Hulin_58_430A_Mouse430A_2_E09_528236.EXPRESSION	GSM1075004_APPLY_p_Hulin_58_430A_Mouse430A_2_E10_528246.EXPRESSION
Ly6a	11.34888467	10.46455502	10.76691323	12.73926019	12.55897279	12.08924378	10.90371995	10.09776857	9.767927874	9.148311735	9.838458789	11.09677051	11.65125981	11.59946102	11.83632535	11.76108174	10.87557702	11.44844646	11.36630656	12.12565903	13.14021865	13.47540908	13.32843152	12.91478784	12.77854942	12.08611276	11.81815347	10.96649067	10.84693063	11.2986066	12.03768754	12.46531558	12.2292618	12.63745821	12.83807967	13.01118419	12.34218219	12.66813233	13.29307214	13.5995785	11.11289688	12.60037522	10.84135809	11.20536584	10.36733649	11.05885962	11.37157717	11.67606395	12.21512136	13.36887457	12.68157227	11.41494351	11.36117668	11.8774717	12.29086337	12.71816319	12.53454591	13.19444223
Ly9	8.560391298	8.288132483	7.297288542	7.660190019	7.874811183	7.733298067	9.010904933	8.884489492	8.059476735	7.842184241	8.233902154	8.705625635	9.111555389	9.059014321	9.37659744	8.35566104	8.589445896	8.33622639	8.099610584	8.156136542	7.226100718	7.604682698	7.96336781	7.232858586	8.677921797	8.78909082	7.411840701	7.391495232	7.249300318	8.06786735	8.487402344	8.731772368	8.638430832	8.782545482	8.315592045	8.604360476	8.498794326	8.609940616	8.424214493	8.696016597	8.722979348	7.867316752	8.577392871	8.61885879	8.340109269	8.315449238	8.464890956	8.527348217	8.384384842	7.718522112	8.082456077	8.011325555	7.916797684	8.038563219	8.306679213	8.091473559	8.436020803	8.07366269
M6pr	10.77329186	10.94262051	11.90390662	12.49996008	12.21649352	12.09581431	12.1382877	11.96017248	11.67416881	11.34452419	11.33718359	11.15114197	11.04582682	10.92445021	11.01245353	10.88234313	11.17268253	10.88645773	10.78466401	10.79126413	11.83163676	12.33665525	12.16006391	11.97709164	11.82996618	11.67779724	11.62653675	11.27027908	11.2184321	10.91757961	10.76685613	10.75855927	10.74204625	10.69398692	10.7730575	10.71805341	10.83793942	10.68431766	10.69773727	10.56883133	10.7280948	12.44450585	11.98635341	11.41914726	11.06935622	11.01181472	10.87786479	10.91234176	10.76292718	12.11971361	11.83518493	11.26648359	10.84701624	10.7151624	10.73808941	10.74133503	10.72723491	10.72775152
Maff	9.539766625	9.438378308	9.502913474	9.175115822	7.813813993	7.268786376	6.896758157	6.721381947	6.382259523	5.873682662	6.096676837	6.280208796	6.10881982	6.29027777	6.261634257	5.77354655	6.171298148	5.645034961	9.476580232	9.69420531	9.798165614	9.190361716	8.323141226	8.083792782	7.749730982	7.656854281	7.488798451	6.876615306	7.14024247	7.093849649	7.230380348	7.077954029	7.151304411	7.044696416	6.790328018	7.228880064	7.050487252	7.010480947	6.582002503	6.830954008	9.476932775	9.067436642	7.061132747	6.373722082	5.946295989	6.02645972	5.98520392	5.665300863	9.749850419	9.207176235	7.889030033	7.378235406	7.086803226	7.258755849	7.022470145	6.66867498	6.947407109	6.255725928
Mafg	7.661579587	8.459436505	8.539955536	9.580487947	10.03385963	9.766785282	9.854868511	9.523663666	9.009930005	8.522463289	8.476816951	8.547363119	8.558285498	8.540855479	8.70660784	8.413668778	8.4133878	8.139707125	7.691254105	8.18794354	8.536269904	10.06521556	10.21068435	9.847331255	9.916240041	9.771975533	9.483604307	9.24049833	9.125983507	8.971951711	9.217851004	9.127482781	9.196530921	8.981399986	9.278392008	9.152443269	9.258778659	9.112656727	9.08878954	9.268943131	8.657037647	9.899328099	9.801682869	8.820436425	8.170043443	8.463438345	8.589569809	8.391957904	8.218856672	10.27314888	9.885572605	9.414098817	8.872803216	9.143677823	9.181671772	9.089012914	9.102829103	9.031457544
Maoa	4.977433898	5.417985863	5.338506611	6.037346798	6.388668143	7.218012198	7.026608016	7.621949505	7.748560734	7.708450592	7.917797514	7.790397099	7.837103398	7.786201557	8.230469265	8.274652069	8.175542136	7.857080115	5.167191812	5.916342408	5.291977999	5.703762483	6.406330518	6.886080964	6.644333664	7.125035065	7.158383419	7.402334299	7.225034966	7.412740445	7.333859985	7.248588209	7.549444613	7.324578596	7.173438016	6.764542165	7.475953924	7.469445574	7.085068297	6.584942774	5.337486248	5.71058844	7.053395797	8.101166819	7.527657562	7.646116097	8.255216298	8.002884305	5.330741727	5.691523951	6.696665261	7.528659689	7.03355327	7.271353152	7.490985712	7.365782208	7.482723972	7.077330496
Map3k1	8.369966265	9.246844251	8.972009982	7.540562712	6.283486376	6.177860872	6.164089299	5.951716726	5.952499874	6.383060523	6.180695758	6.351150596	5.959505466	6.084755585	5.888783836	5.996560864	5.8308016	6.097944731	8.44129697	9.334192841	8.838478535	7.483283234	6.720830447	6.434034749	6.402824149	6.482220528	6.403643713	6.705285604	6.534109973	6.389954945	6.312578809	6.852632822	6.553571479	6.687717714	6.426938496	7.62732083	6.549054948	7.233206116	6.60322241	7.689407491	9.316082072	7.487435352	6.127911679	6.339462114	6.384750742	6.191829578	6.044515862	5.986437163	9.163664839	7.412183019	6.344919901	6.547560667	6.49003232	6.213548105	6.526119219	6.534633708	6.417903821	6.532033348
Map3k14	7.575072149	9.171478449	9.394422641	8.490914388	7.616982073	6.979254497	6.828273508	6.638950896	6.664090364	6.31649375	6.087506117	6.538796691	6.342968411	6.200129943	6.241262331	6.138868508	5.98646156	5.902801609	7.5515961	8.448198056	9.0299545	8.409356202	7.776246637	7.672868933	7.746041501	7.828114887	7.496471707	7.37728763	6.926050317	6.96926029	6.427097749	6.556492301	6.811040206	6.5585811	6.569275307	6.824989516	6.687489194	6.679596547	6.475372979	6.994321415	9.004166685	8.553411777	6.660128965	6.793328203	6.235549767	5.986056703	6.114342734	6.068833777	8.724332642	8.665464602	7.623657191	7.495336981	6.686676663	6.367508543	6.537945486	6.632849874	6.72813608	6.56083739
Map3k5	7.53025041	7.744709343	7.491668581	7.726010933	8.046258083	7.58985482	7.872464992	7.892889261	7.263253683	6.900244945	6.838238312	6.671600424	6.739885465	6.791588029	6.533906859	6.022443924	5.990406619	6.156214151	7.356477558	7.53564064	9.007524886	8.631064462	7.806707805	6.926326874	7.038386819	6.688893675	6.402527065	6.900124186	6.538188115	6.135883282	6.164002898	6.648191718	6.217346652	6.678226727	6.305166312	6.926514929	6.32303967	6.835029841	7.141300046	8.012432761	7.847639704	7.990178334	7.977629994	7.186136379	6.964902314	6.608330276	6.717539116	6.656489616	7.978983642	8.759268486	6.71909305	6.818040981	6.577364894	5.819910144	6.270555772	6.25821618	6.456458082	6.991539769
Map3k8	6.610195537	6.872808265	9.118442969	9.467682602	8.509667082	8.123173234	7.221323537	6.743074506	6.932583656	6.987956082	7.630303298	8.069048632	8.260295293	8.487847533	8.730259449	8.919067106	8.866077385	9.0182984	8.024005643	10.17742623	10.61854999	10.12235611	8.401878274	7.399191044	6.919137744	7.265543066	7.740178375	8.063917311	8.167801136	8.451765075	8.254658074	8.084546544	8.294332526	8.434586429	8.128864518	8.713447974	8.514935918	8.715095359	8.607057899	9.053641588	7.062623368	9.265293657	7.364391688	7.382947796	7.960493194	8.035198282	8.730628465	8.774668851	9.909243609	9.840131549	6.961411959	8.003330109	8.428640668	7.978002944	8.003737691	8.048913359	8.538636876	8.629413987
Map4k4	8.423867486	8.846040773	8.87832438	8.179581013	7.661389782	7.026136766	7.584729183	7.255739724	7.216585662	7.223047047	7.411324176	7.653292196	7.387531263	7.350607796	7.434025247	7.247481938	7.261919595	7.387133105	8.042878133	8.74207827	9.407403884	8.596975828	8.043935771	7.585871374	8.132735783	8.106715453	7.992197889	8.351388361	8.323073318	8.302403871	8.346064229	8.093670972	8.203098957	8.248851761	8.597504892	8.322914638	8.246393571	8.197457647	8.692446673	8.823732768	9.005756388	8.450831087	7.401051255	7.478894033	7.557353912	7.411713244	7.328430202	7.262030362	8.993160844	8.761648507	7.992704884	8.185745572	8.294970657	8.226535547	8.329441669	8.328070123	8.465568173	8.553857223
Mapk11	7.826964337	7.506334923	9.294883137	9.283002268	8.348651014	7.77803244	7.625572638	6.816165495	6.698220366	6.56421816	6.689581067	6.664090364	6.69843974	7.112169199	6.855364509	6.454794588	6.900628198	6.641874194	7.885023764	7.588187155	9.30033596	9.71451745	8.665091809	7.935820418	8.011586212	7.412008361	7.185259817	6.910422863	7.32909365	7.023900409	7.185874346	7.366159179	7.315067097	7.245338473	7.422159447	7.541667564	7.235942294	7.227575639	7.350821865	7.631856755	7.322417471	9.479337876	7.804314144	6.544312075	6.914963677	7.049483772	6.761991062	6.856179681	7.517759074	9.657668036	7.861636193	7.222188845	7.080697764	7.094393473	7.146098058	7.184169487	7.171313836	7.39408174
Mapk14	10.46456597	10.47596045	10.15900385	8.72263208	8.356955266	9.031230619	9.416553848	9.709961037	9.844523291	9.834006641	9.624025373	9.298136155	9.244633906	9.236073082	9.34220271	9.162362726	9.266213238	9.168828284	10.6309228	10.36447416	9.089317882	8.455205291	8.592842065	9.075930516	9.40760878	9.826559954	9.68803449	9.75748833	9.651025729	9.571182045	9.588900808	9.634474968	9.698967437	9.604682287	9.560133946	9.75389143	9.617274552	9.508304283	9.522050956	9.577816128	10.39861405	8.617494094	9.448371495	9.807606943	9.468867454	9.296042724	9.234124048	9.200908757	10.37222366	8.376456889	9.453514227	9.758922054	9.636395823	9.536563744	9.529186123	9.568530034	9.510757265	9.526252594
Mapk3	8.27864316	7.796614688	7.410549102	6.796301242	6.705377945	6.740846654	6.714294135	6.874326695	6.720837053	7.49816022	7.507979937	7.614528401	7.391479138	7.293969129	7.428308387	7.357126721	6.931457662	7.013077634	8.005686321	7.691328366	6.699224032	6.761532621	6.657778266	6.928169545	6.985924227	7.351939777	7.231052049	7.794716346	7.765105744	8.040773579	7.900434947	8.264163984	8.27382273	8.643839624	8.085331722	9.019727533	7.989057043	8.371620339	8.016261066	8.631955913	7.672293477	7.10420939	6.443422661	7.401541919	7.683226793	7.180181364	7.086746053	7.141750932	7.614091369	6.679684506	6.695182852	7.509204689	7.875638057	8.043417987	8.247167649	8.167272098	8.226724995	8.14215437
Mapk6	8.941534323	9.338243075	11.01840054	11.54496719	10.5580832	10.6270275	10.38587174	10.13010271	9.724340234	9.266124636	9.434005405	9.487951138	9.453818137	9.199884741	9.227477458	9.102336231	9.054889515	8.781556274	9.318649272	9.579170776	11.32011457	11.67939442	10.78086497	10.73292606	10.47831773	10.32808058	10.10732799	9.705603702	9.657784467	9.649581151	9.453765492	9.211466557	9.381077788	9.237548216	9.385231439	9.101066365	9.465934759	9.458489031	9.762794931	9.897100048	9.173498439	11.42976031	10.34240309	9.509267719	9.40680389	9.403933496	9.159755734	8.953577851	9.615416535	11.47026693	10.49839121	9.867122035	9.509886629	9.369041954	9.334115614	9.223146255	9.456770241	9.577890649
Mapk7	6.508592136	6.060712931	6.985572836	7.189846567	7.262592379	6.976786229	6.314337721	6.095830525	6.330675054	6.234123476	6.083476819	5.769925004	5.986501255	5.886937301	5.852488545	5.856439958	5.724691766	5.818124636	6.443989807	5.875367056	6.842694721	7.357604318	7.181763334	7.013818575	6.35453152	6.721250387	6.502167877	6.387179716	6.555433473	6.267548311	6.459279027	6.329361015	6.376647355	6.533786168	6.392736431	6.654350071	6.369942199	6.338291591	6.288028215	6.567685214	5.892553171	7.697583708	6.501815426	6.448682873	5.938330475	5.848307213	5.89359474	5.996781359	6.130930162	7.4689354	6.294339612	6.701551476	6.268286012	6.25666253	6.375289719	6.353590976	6.461753316	6.323864207
Mapkapk2	7.735634419	8.10705033	9.305176196	9.149555713	8.807989987	9.037824694	8.732624027	8.962708941	8.776473651	8.551717619	8.710524525	8.643854688	8.736689578	8.690349945	8.690773257	8.671048796	8.674511487	8.648930174	8.114776876	8.961958315	9.812285723	9.746412561	9.127845361	9.25932788	8.946700543	9.273221247	9.093214016	8.838893411	9.129207863	9.475279218	9.451300006	9.394685557	9.351308162	9.315707464	9.429478472	9.908567955	9.409599502	9.601862291	9.590562477	10.06069691	8.137142683	9.445234825	8.803808985	8.741772627	8.761824305	8.804616646	8.717829748	8.668825215	8.698931042	9.676683483	8.950325281	9.109295427	9.28743761	9.493441134	9.542595577	9.509638989	9.599417252	9.63969928
Mapkbp1	6.111103023	6.019357389	5.501640942	6.211418805	6.607288037	6.953088369	7.070750286	6.790076521	6.674262291	5.652777895	5.818399973	5.928918112	5.770725119	5.547811804	5.568677357	5.667497146	5.706395464	6.205572397	6.017390977	5.35640288	5.48022881	6.662513097	7.360605249	7.666087775	8.392514246	7.669460706	7.604262576	7.493838905	7.026050344	6.746468876	6.605196313	6.520184284	6.581709751	6.412413733	6.857368878	7.072497395	6.596617218	6.603568812	6.848111835	6.928478211	6.106869549	6.392596926	7.140506937	6.434333291	5.80407981	5.857022109	6.036576416	6.28380548	6.467772108	6.989856129	8.295311192	7.097007018	7.040158515	7.320478429	6.8785417	6.692175321	6.754439634	6.715109918
Marcks	5.475811223	5.458139053	5.676056576	7.33799054	7.031493691	7.362531353	6.937185012	5.309746028	6.462184245	6.985446449	7.481282919	6.542295011	7.951733889	8.556357013	7.872943851	9.320277066	9.03906599	9.619765011	5.709948979	5.648727146	5.877252213	7.23878622	6.952507487	7.263440712	6.881264844	5.552068303	5.760181591	5.631872026	6.7529656	8.127854998	8.392973421	7.686397171	8.535863769	7.874111938	8.495927226	8.875248994	8.230137952	7.923064153	7.808788751	7.748823207	5.530787018	6.73541036	6.66332177	7.669636582	6.805156696	8.033251883	9.183944203	9.490716198	5.750900425	6.592860115	6.464161335	6.216404901	7.684147754	8.33534792	8.968511143	9.189111265	8.752406011	8.287586498
Marcksl1	6.907548424	8.468962726	11.37243376	12.03575742	11.04197085	11.21719375	10.40931695	10.20689051	10.13191248	10.08867809	10.92085865	11.18484032	11.30928176	11.00873177	11.24350294	10.96942893	11.6718286	11.27020831	7.414345317	8.383901044	10.87882409	11.28373626	10.57715564	10.62183639	9.584815103	9.287181614	9.274547897	9.143803309	9.775015605	10.26804941	10.30078734	9.632934594	10.00745941	9.530590451	10.16465597	9.832645233	9.900279458	9.43367058	9.516556346	9.398182161	8.491734431	11.72142973	10.40546425	9.983513833	10.92872616	11.16016909	10.90330849	10.90373148	8.258738714	10.8733052	9.623163637	9.148824031	9.814930226	10.2607384	9.748912178	10.02344643	9.66952279	9.216833679
Marveld1	8.441609046	7.750890736	7.245360974	6.466867484	6.935930852	6.850808127	6.718920421	6.841828167	6.907948595	7.168110602	6.870049566	6.833958928	6.781845888	6.850127136	7.145687839	7.026283509	6.809521306	7.10507056	8.48800556	7.595606208	6.871401683	6.316194184	6.858077642	7.307864246	6.884359595	6.99951843	7.054753957	7.370570931	7.381581326	7.454249056	8.11391444	8.389015254	8.294727007	8.50346122	8.325131439	9.001028882	8.204511897	8.474071121	8.287597847	9.262840817	7.643412828	6.468217097	6.64962064	7.112164972	6.801773841	6.712435159	6.698745202	6.992304603	7.727417342	6.575183588	7.04164378	7.393261511	7.594857195	7.945900196	8.289590757	8.412871	8.415079678	8.597021883
Max	9.629413077	9.535078227	9.333353939	9.414165598	9.361978498	9.540893555	9.548453851	9.729838342	9.800683835	9.953968579	9.660959784	9.880114258	9.797175333	9.742379674	9.759398038	9.254047872	9.547395286	9.297593731	9.567535693	9.643464423	9.851851483	9.622607079	9.506754124	9.3654277	9.373862243	9.798134295	9.747985973	9.803323872	9.271061386	8.860647616	8.975896444	8.876940672	8.912374402	8.83994739	8.62377586	8.780167447	8.818596479	8.642455105	8.639861228	8.98618759	9.555969721	9.5567147	9.511908673	10.18159483	9.646053995	9.533128549	9.578827556	9.459393409	9.825298603	9.556019397	9.380332888	9.703864113	8.83075661	8.58627435	8.694415892	8.543400007	8.649535323	8.569419507
Mbp	10.64109686	10.60841047	11.18427066	12.04589768	11.88086042	11.74591649	11.31798677	11.15481753	10.94041317	10.12863075	10.22959209	10.17206466	10.07520616	9.985553133	9.792259873	9.743896576	9.945005681	9.907049471	10.64003796	10.46739241	10.63489806	11.61909872	10.92201254	10.6901283	10.45579646	10.24380131	9.57736106	8.880771429	9.007989965	8.7964321	8.688631198	8.492983992	8.413213311	8.491775854	8.134066893	8.366181511	8.22406106	8.393219761	8.020686602	8.397963621	10.50744408	12.15797789	11.31367009	10.51923011	10.22770666	9.960549222	10.04230613	9.985262433	10.57350003	11.56980176	10.43162944	9.253926692	8.958363966	8.637747379	8.521680459	8.365260424	8.469135644	8.323519516
Mbtd1	9.045882925	9.601483792	9.835679415	9.462178397	9.087692282	9.064260694	8.80074191	8.522327999	8.651292595	8.368081259	8.278970262	8.419999675	8.643384661	8.429491684	8.413064682	8.606394163	8.622382092	8.73754331	9.25429228	9.457007087	9.723682664	9.277949202	8.966310271	8.826235609	8.639700564	8.706771376	8.740041277	8.500931115	8.328139743	8.209635855	7.686584948	7.589083401	7.669574318	7.528169205	7.579993398	7.943027731	7.723469064	7.609317681	7.599581305	7.694226778	9.610942685	9.380123203	8.796668371	8.602759475	8.611568692	8.685658527	8.685755008	8.492804976	9.431170425	9.330334251	8.740351787	8.610886468	8.17962744	7.904275631	7.648421952	7.516583148	7.691952883	7.615506153
Mcoln2	4.781361568	4.80906353	5.077539245	8.012687796	7.711433932	7.326416869	6.198773967	6.374577369	5.84177068	4.50278035	4.864697875	5.617593489	5.486122777	5.592200707	5.05582509	5.224550747	5.485704557	5.888844761	4.738130889	4.856575622	5.550948935	7.850506403	7.483221275	6.285523155	5.320700793	5.29129381	5.031404907	4.774273864	4.705617436	4.356194512	4.480375547	4.321928095	4.746676661	4.400012263	4.715622922	4.321928095	4.664665779	4.573879622	4.62506882	4.646129601	4.341835336	8.099379054	6.535301243	5.455431418	5.43950071	5.628864437	5.740474531	5.604709522	4.321928095	7.836627183	5.294502486	5.06550336	4.321928095	4.438307178	4.617878791	4.431672073	4.937425999	4.751261651
Mdn1	9.785012387	9.584945817	9.845347438	10.9704109	11.4463294	11.15082137	11.10830203	10.77420465	10.4330623	9.834550562	9.746508577	9.628652971	9.55881237	9.548888955	9.390921229	9.196239679	9.482383868	9.161443389	9.547231516	9.355735903	9.792746252	11.00719156	11.3501008	11.11346607	10.90104971	10.63993579	10.12552305	9.635810115	9.521968139	9.056607877	9.15869319	8.909057276	9.004942945	8.646529742	9.062490768	8.174377733	8.907788492	8.683245039	8.874204956	8.364485698	9.345286292	11.12203838	11.03277141	10.01716618	9.589263638	9.486932004	9.377069756	9.289916271	9.368234953	10.83730858	10.86379457	9.787826805	9.002048504	8.788788726	8.881015833	9.020711604	8.809056436	8.882001568
Me2	10.03387696	10.09200458	9.560656677	8.669910788	8.866757178	8.850997734	8.939148444	9.45092883	9.544109911	9.892695193	10.10469962	10.14112558	9.889236875	9.8700794	9.694537751	9.813306673	9.516966943	9.66742136	9.978326292	10.01514376	9.207207222	8.758115127	8.984673148	9.160324444	9.368829394	9.976093979	10.35198807	11.07616538	11.22350223	11.08530701	10.78959324	10.93260996	10.86498461	10.93653452	10.8685135	11.05006628	10.78780843	10.9667079	10.98480871	11.49348277	9.981151275	8.877656761	9.104696128	9.743968993	10.17430574	9.8680061	9.834377301	9.735710994	10.07248553	8.802397718	9.487559446	11.0545848	11.24290763	10.89021559	10.95554987	10.70344643	10.89945404	10.93830472
Mecr	6.956016528	6.593725049	6.840923014	8.234348987	8.709653458	8.807378162	8.784346399	8.596377333	8.598845616	8.330360824	8.472563276	8.500093079	8.392030403	8.444437922	8.379981162	8.291848545	8.319774092	8.216381632	7.003602948	6.827529608	6.695212817	8.153193028	8.521848119	8.767447847	8.663786574	8.532719027	8.436418521	8.172475456	8.197523223	7.95495358	7.992749039	7.934903816	7.977434519	7.836008396	8.006368565	7.406929483	8.004810791	7.799232674	7.981932812	7.350088502	6.749819402	8.333456051	8.839201138	8.60415975	8.514878941	8.413331082	8.299957457	8.312805413	6.830014968	8.143243158	8.753696297	8.332633482	8.083982443	8.033513169	8.077195931	7.894872032	8.043476045	7.998211218
Mettl8	7.478024959	6.813574878	5.431156876	5.807116628	5.698261966	6.061083224	6.324403295	6.793804471	6.912132376	7.277544845	7.33198831	7.424801934	7.337215461	7.494248278	7.345652692	7.125560871	7.482876415	6.992425291	7.831541268	7.030610837	5.447950385	5.474817984	5.591118894	6.213824819	5.907499865	6.585537731	6.574453483	6.755148352	6.474888917	6.349791089	6.473161937	6.710593406	6.644333664	6.529954887	6.699100444	6.560641918	6.652268864	6.664444001	6.781561281	6.464053612	6.837199836	5.496323957	6.476011716	7.283634214	7.369237535	7.575564743	7.39880539	7.481132207	7.224390111	5.240488096	6.013197558	6.693455387	6.511282625	6.060875845	6.496462617	6.791369218	6.599360652	6.896433922
Mfge8	7.557923877	7.553068219	7.370270577	6.458423169	6.268120939	5.98533326	6.05062779	5.960833197	6.404978237	6.371124352	6.710787234	6.552979827	6.584742687	6.734932927	6.738027207	6.775768182	7.428352768	7.588568109	7.62336194	7.599174067	7.104822581	6.220575293	5.828277319	5.987325782	6.011802843	6.199095058	6.057280513	6.388990106	6.686118464	6.888096295	6.634087214	6.51773245	6.712211317	6.648058724	7.019195243	7.37305958	6.676053908	6.688024294	7.057106596	7.373258589	7.401328401	6.639601478	5.541549876	6.699165865	6.709154774	6.625602882	6.63264441	7.103110721	7.473675399	6.051651372	6.121471671	6.16800434	6.836915036	6.611365953	6.880191245	6.983565717	6.761647245	6.797196099
Mgat4b	6.110978132	5.985449826	5.759451257	5.753591106	6.11665476	6.578450018	6.293576102	6.87692323	6.824995743	6.89531193	6.616868282	6.403770817	6.61899818	6.351477641	6.327921212	6.576277753	6.364460002	6.508314429	6.392652729	6.418827149	6.400818824	6.164973789	6.712288923	6.686820523	6.466475337	6.903761073	7.040937929	7.239915932	7.209427852	6.954293762	6.768060062	6.773895417	7.129468367	6.977244657	7.150825016	7.062069317	6.665071136	6.948712663	7.020117217	7.026342694	6.198658847	6.054660058	6.494824403	7.186945109	6.536411393	6.566364806	6.647529407	6.574743478	6.294312351	6.127244169	6.39971556	7.565721772	6.914244052	6.714327374	7.071992596	6.953329646	6.852781906	7.103588069
